,cve_ent,poblacion,Nom_Ent,nom_mun,Total,semana f,semana g,semana 0,semana 1,semana 2,semana 3,semana 4,semana 5,semana 6,semana 7,semana 8,semana 9,semana 10,semana 11,semana 12,semana 13,semana 14,semana 15,semana 16,semana 17,semana 18,semana 19,semana 20,semana 21,semana 22,semana 23,semana 24,semana 25,semana 26,semana 27,semana 28,semana 29,semana 30,semana 31,semana 32,semana 33,semana 34,semana 35,semana 36,semana 37,semana 38,semana 39,semana 40,semana 41,semana 42,semana 43,semana 44,semana 45,semana 46,semana 47,semana 48,semana 49,semana 50,semana 51,semana 52,semana 53
1482,20486,2557,Oaxaca,Villa Tejúpam de la Unión,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,1,0,0,4,5,1,0,0,0,1,0
1483,20487,2116,Oaxaca,Santiago Tenango,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
1484,20488,127,Oaxaca,Santiago Tepetlapa,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1485,20489,5087,Oaxaca,Santiago Tetepec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1486,20490,3214,Oaxaca,Santiago Texcalcingo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,20491,4566,Oaxaca,Santiago Textitlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,20492,3014,Oaxaca,Santiago Tilantongo,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,20493,562,Oaxaca,Santiago Tillo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,20494,4904,Oaxaca,Santiago Tlazoyaltepec,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,20495,3106,Oaxaca,Santiago Xanica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,20496,2153,Oaxaca,Santiago Xiacuí,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1493,20497,4470,Oaxaca,Santiago Yaitepec,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1494,20498,7104,Oaxaca,Santiago Yaveo,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,20499,2211,Oaxaca,Santiago Yolomécatl,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,2,3,1,0,0,0,0,0,0
1496,20500,8672,Oaxaca,Santiago Yosondúa,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0
1497,20501,946,Oaxaca,Santiago Yucuyachi,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1498,20502,5472,Oaxaca,Santiago Zacatepec,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0
1499,20503,402,Oaxaca,Santiago Zoochila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,20504,1687,Oaxaca,Nuevo Zoquiápam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,20505,8300,Oaxaca,Santo Domingo Ingenio,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,2,5,1,0,4,1,3,3,0,1,0,1,1,2,3,3,0,0,0,0,0,0,1,0,0,0,1,3,4,1,3,4,1,2,2,0
1502,20506,796,Oaxaca,Santo Domingo Albarradas,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1503,20507,3525,Oaxaca,Santo Domingo Armenta,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1504,20508,1574,Oaxaca,Santo Domingo Chihuitán,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1505,20509,11529,Oaxaca,Santo Domingo de Morelos,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
1506,20510,685,Oaxaca,Santo Domingo Ixcatlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,20511,3343,Oaxaca,Santo Domingo Nuxaá,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1508,20512,850,Oaxaca,Santo Domingo Ozolotepec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,20513,9495,Oaxaca,Santo Domingo Petapa,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,4,1,0,0,0,0,0
1510,20514,1058,Oaxaca,Santo Domingo Roayaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,20515,68052,Oaxaca,Santo Domingo Tehuantepec,431,0,0,0,0,0,0,0,0,0,0,1,1,7,4,5,7,10,16,30,42,28,33,19,15,10,11,9,9,9,4,3,8,5,4,6,5,0,2,5,1,0,2,2,10,5,12,16,14,12,10,8,10,7,7,7,0
1512,20516,5172,Oaxaca,Santo Domingo Teojomulco,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1513,20517,5871,Oaxaca,Santo Domingo Tepuxtepec,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1514,20518,142,Oaxaca,Santo Domingo Tlatayápam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,20519,3079,Oaxaca,Santo Domingo Tomaltepec,55,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,1,0,0,1,0,1,0,3,0,0,0,1,1,1,1,2,11,1,3,0,0,1,0,1,1,2,1,2,2,3,1,0,1,3,2,3,0,0
1516,20520,7210,Oaxaca,Santo Domingo Tonalá,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,1,0,0,0,0,1,1,0,1,0,0,6,4,0,1,0,0,0
1517,20521,251,Oaxaca,Santo Domingo Tonaltepec,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1518,20522,1203,Oaxaca,Santo Domingo Xagacía,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,20523,1618,Oaxaca,Santo Domingo Yanhuitlán,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0
1520,20524,312,Oaxaca,Santo Domingo Yodohino,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1521,20525,12641,Oaxaca,Santo Domingo Zanatepec,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0
1522,20526,18273,Oaxaca,Santos Reyes Nopala,49,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,5,1,3,0,0,2,2,5,0,0,3,0,1,2,6,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,2,1,2,0,1,0,0
1523,20527,2741,Oaxaca,Santos Reyes Pápalo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1524,20528,1023,Oaxaca,Santos Reyes Tepejillo,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0
1525,20529,1352,Oaxaca,Santos Reyes Yucuná,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,20530,3724,Oaxaca,Santo Tomás Jalieza,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,6,0,4,8,2,0,0,0,0,0,0
1527,20531,2745,Oaxaca,Santo Tomás Mazaltepec,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,2,0
1528,20532,3927,Oaxaca,Santo Tomás Ocotepec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,20533,2329,Oaxaca,Santo Tomás Tamazulapan,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
1530,20534,4062,Oaxaca,San Vicente Coatlán,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,13,7,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,20535,2938,Oaxaca,San Vicente Lachixío,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1532,20536,447,Oaxaca,San Vicente Nuñú,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1533,20537,6872,Oaxaca,Silacayoápam,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,3,2,0,1,0,0,0,0,1,0,1,2,1,2,3,1,1,0,0,0,0,0,0,0
1534,20538,715,Oaxaca,Sitio de Xitlapehua,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1535,20539,5930,Oaxaca,Soledad Etla,122,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,9,5,4,3,3,1,3,4,4,2,1,1,2,2,5,1,3,3,4,1,1,0,2,2,2,3,6,4,0,4,2,7,5,2,4,1,2,5,1,2,0
1536,20540,8024,Oaxaca,Villa de Tamazulápam del Progreso,80,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,2,0,3,1,7,0,0,0,2,0,4,1,0,0,0,0,0,1,2,1,0,1,1,5,3,18,3,3,1,3,1,7,3,1,0
1537,20541,1702,Oaxaca,Tanetze de Zaragoza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,20542,833,Oaxaca,Taniche,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1539,20543,5999,Oaxaca,Tataltepec de Valdés,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,20544,981,Oaxaca,Teococuilco de Marcos Pérez,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1541,20545,10338,Oaxaca,Teotitlán de Flores Magón,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6,1,2,2,3,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,5,0,2,0,0,0,1,1,5,7,9,5,2,7,1,0,0,1
1542,20546,6082,Oaxaca,Teotitlán del Valle,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,3,1,4,1,0,2,1,4,1,0,0,0,1,1,0,0,0
1543,20547,986,Oaxaca,Teotongo,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1544,20548,1700,Oaxaca,Tepelmeme Villa de Morelos,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1545,20549,11399,Oaxaca,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,2,2,3,1,1,2,0,0,0,0,0,1,2,0,0,2,0,0,0
1546,20550,5745,Oaxaca,San Jerónimo Tlacochahuaya,69,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,1,0,0,1,2,0,4,4,2,2,0,0,1,0,2,6,0,1,0,1,2,1,3,1,4,1,1,2,2,6,3,3,2,2,1,0,1,0
1547,20551,24027,Oaxaca,Tlacolula de Matamoros,539,0,0,0,1,0,0,1,0,0,0,0,3,1,10,4,10,9,15,10,9,10,3,9,9,19,8,11,9,11,6,21,19,20,15,11,18,5,13,11,7,9,8,14,13,16,25,25,20,24,15,14,14,10,11,10,3
1548,20552,466,Oaxaca,Tlacotepec Plumas,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1549,20553,10912,Oaxaca,Tlalixtac de Cabrera,249,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,6,3,5,5,4,2,3,4,1,3,1,2,3,8,4,1,7,10,10,9,1,1,6,4,2,8,5,13,7,6,21,18,9,5,11,8,9,8,5,0
1550,20554,5577,Oaxaca,Totontepec Villa de Morelos,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1551,20555,3093,Oaxaca,Trinidad Zaachila,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,1,2,0,0,0,3,2,2,5,0,0,0,2,0,0
1552,20556,259,Oaxaca,La Trinidad Vista Hermosa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1553,20557,16061,Oaxaca,Unión Hidalgo,51,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,4,1,2,1,3,1,0,1,6,0,1,6,0,1,3,0,0,0,1,1,1,0,0,0,0,0,2,2,1,1,1,1,0,1,0,1,1,2,0,0
1554,20558,1464,Oaxaca,Valerio Trujano,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
1555,20559,23370,Oaxaca,San Juan Bautista Valle Nacional,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,2,6,5,6,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4,2,0,4,1,3,5,1,0
1556,20560,6980,Oaxaca,Villa Díaz Ordaz,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0
1557,20561,2935,Oaxaca,Yaxe,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,20562,1601,Oaxaca,Magdalena Yodocono de Porfirio Díaz,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1559,20563,1290,Oaxaca,Yogana,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,20564,1200,Oaxaca,Yutanduchi de Guerrero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,20565,46846,Oaxaca,Villa de Zaachila,832,0,0,0,0,0,0,0,0,0,2,1,3,13,16,17,19,27,27,14,26,18,30,20,20,19,20,16,11,8,18,9,14,16,10,16,28,28,18,26,18,11,19,17,22,21,31,35,30,36,20,16,17,11,10,6,2
1562,20566,3159,Oaxaca,San Mateo Yucutindoo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,20567,3268,Oaxaca,Zapotitlán Lagunas,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
1564,20568,1494,Oaxaca,Zapotitlán Palmas,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,1,1,0,0,2,0,0,0
1565,20569,1672,Oaxaca,Santa Inés de Zaragoza,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
1566,20570,20892,Oaxaca,Zimatlán de Álvarez,261,0,0,0,0,0,0,0,0,0,1,2,2,6,3,6,5,5,5,2,5,9,10,13,7,3,0,1,2,4,4,0,7,12,8,4,1,5,3,11,0,8,4,6,18,9,6,17,12,8,6,5,6,5,3,1,1
1567,21001,69076,Puebla,Acajete,172,0,0,0,0,0,0,0,0,0,4,2,2,2,7,7,5,8,6,7,8,5,7,8,6,3,2,6,4,7,0,0,2,0,0,0,1,1,0,2,2,4,2,3,5,1,6,5,4,9,5,2,3,5,2,2,0
1568,21002,9700,Puebla,Acateno,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1569,21003,37718,Puebla,Acatlán,314,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1,2,3,5,5,9,10,9,9,9,7,5,8,4,4,6,8,5,7,7,12,2,2,2,3,5,4,10,2,7,6,11,20,12,25,14,12,7,13,16,0
1570,21004,62477,Puebla,Acatzingo,144,0,0,0,0,0,0,0,0,0,2,2,4,2,5,4,2,7,4,8,9,5,12,4,4,1,0,2,4,1,3,3,1,1,1,2,2,4,2,0,0,1,3,0,3,5,3,12,2,2,4,1,3,1,0,3,0
1571,21005,3132,Puebla,Acteopan,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1572,21006,16753,Puebla,Ahuacatlán,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1573,21007,3428,Puebla,Ahuatlán,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0
1574,21008,12082,Puebla,Ahuazotepec,24,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,3,1,0,0,2,1,1,0,0,0,0
1575,21009,1893,Puebla,Ahuehuetitla,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0
1576,21010,70090,Puebla,Ajalpan,82,0,0,0,0,0,0,0,0,0,2,2,2,1,3,0,5,6,4,3,3,2,5,2,2,1,1,2,0,3,0,1,0,0,0,1,1,0,0,2,0,0,0,0,1,1,3,3,2,3,5,0,2,5,0,2,1
1577,21011,1907,Puebla,Albino Zertuche,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
